high,medium,low
0.13726214,0.31669292,0.54604495
0.33415386,0.4038954,0.26195073
0.13234368,0.3007462,0.56691015
0.06891327,0.07778321,0.85330355
0.06849542,0.08156142,0.8499432
0.22751924,0.39809096,0.3743898
0.105727054,0.14439602,0.749877
0.1470279,0.31918117,0.53379095
0.07285458,0.08412775,0.84301764
0.067681976,0.08087675,0.85144126
0.146536,0.30517846,0.54828554
0.25043854,0.42053822,0.32902318
0.1933749,0.40593037,0.40069476
0.085651666,0.17541224,0.7389361
0.16647272,0.41343632,0.42009094
0.28672805,0.39265,0.32062197
0.2391634,0.20737527,0.5534613
0.07724756,0.14951508,0.7732374
0.16264407,0.3179433,0.51941264
0.14480005,0.31896237,0.5362376
0.13315581,0.33432007,0.5325241
0.07353145,0.08357658,0.84289193
0.12425766,0.27442768,0.60131466
0.20679688,0.38324922,0.4099539
0.2466066,0.39236164,0.3610317
0.1087252,0.16597395,0.72530085
0.06536223,0.071890526,0.86274725
0.17108259,0.35877144,0.47014594
0.12098272,0.30563614,0.5733811
0.18565814,0.4149153,0.39942658
0.068362616,0.08102127,0.85061616
0.071545966,0.09950695,0.82894707
0.16848433,0.39950842,0.43200725
0.12223602,0.2871979,0.59056604
0.14624906,0.31187293,0.54187804
0.091902904,0.118636645,0.7894605
0.083852515,0.09473931,0.82140815
0.20250195,0.39529836,0.4021997
0.07549034,0.11046558,0.8140441
0.08044882,0.1241992,0.7953519
0.45156226,0.29497215,0.25346562
0.23285986,0.41419065,0.35294956
0.12802474,0.22145355,0.65052176
0.13274726,0.36440822,0.5028445
0.100972034,0.21320842,0.68581957
0.119418316,0.17191103,0.7086706
0.06852346,0.07746057,0.854016
0.11030266,0.25513807,0.6345593
0.16043933,0.32089594,0.5186647
0.14368702,0.33537167,0.52094126
0.18616034,0.3131637,0.500676
0.084861666,0.08441505,0.8307233
0.06734383,0.078113414,0.8545428
0.11565331,0.14895026,0.7353964
0.19074367,0.40112036,0.40813592
0.0892702,0.15618674,0.7545431
0.091422334,0.10222122,0.80635643
0.11896059,0.20043726,0.68060213
0.2362159,0.46020448,0.30357966
0.11722193,0.31771076,0.56506735
0.09607727,0.088158734,0.815764
0.11142398,0.16199675,0.72657925
0.110903114,0.23605053,0.65304637
0.2073977,0.3932047,0.39939764
0.09227573,0.17290364,0.7348206
0.14020438,0.3257067,0.5340889
0.16028085,0.3281615,0.51155764
0.06761552,0.0750313,0.85735315
0.09120114,0.20331067,0.7054882
0.120801896,0.24963148,0.6295666
0.1693334,0.35579166,0.47487488
0.15851623,0.3835569,0.4579269
0.115791395,0.2665983,0.6176103
0.15432684,0.30981708,0.53585607
0.13184941,0.3156463,0.5525043
0.08951598,0.19671638,0.71376765
0.13674015,0.27751598,0.58574384
0.120103754,0.30516586,0.57473034
0.0804384,0.09576952,0.8237921
0.16386983,0.39636883,0.43976137
0.22528176,0.38687617,0.38784206
0.096858,0.1310512,0.77209085
0.13015252,0.3594566,0.5103909
0.13206872,0.16750902,0.7004223
0.09790565,0.2369759,0.66511846
0.08494622,0.16278294,0.7522708
0.15952708,0.3400082,0.50046474
0.1651286,0.35909528,0.4757762
0.07055128,0.08411702,0.84533167
0.23790434,0.22380319,0.53829247
0.10470325,0.16839719,0.72689956
0.072736055,0.08433886,0.8429251
0.08261936,0.16387159,0.75350904
0.49433059,0.2909729,0.2146965
0.2900359,0.40621665,0.30374748
0.15087081,0.31872064,0.53040856
0.06625322,0.07311322,0.86063355
0.13382483,0.30644044,0.55973476
0.09342559,0.12814678,0.77842766
0.12206575,0.2573092,0.6206251
0.083900206,0.09952657,0.81657326
0.078132264,0.11668488,0.8051829
0.094070345,0.17418976,0.73173994
0.1625093,0.32746303,0.51002765
0.24398363,0.41030675,0.34570962
0.07922983,0.0931255,0.82764465
0.17676993,0.33438736,0.4888427
0.16929524,0.41095027,0.41975445
0.27028203,0.45160022,0.2781177
0.16743709,0.34399307,0.48856983
0.20059453,0.39070576,0.4086997
0.25664842,0.40804517,0.3353064
0.369716,0.33862174,0.29166228
0.12188991,0.28083768,0.5972724
0.13902052,0.28896788,0.5720116
0.096668355,0.19810846,0.7052232
0.10753145,0.20642635,0.68604225
0.09177979,0.23454894,0.6736713
0.4370448,0.32682875,0.23612642
0.1152386,0.2542899,0.6304715
0.06692108,0.07977435,0.8533046
0.21008371,0.21551703,0.57439923
0.1074319,0.12671848,0.7658496
0.13588563,0.15843272,0.7056817
0.11773341,0.17614594,0.70612067
0.09582528,0.12497455,0.7792002
0.1331865,0.30485317,0.5619603
0.17804195,0.33813697,0.4838211
0.55996406,0.25665283,0.18338312
0.09985846,0.17148481,0.7286567
0.09083948,0.14265808,0.76650244
0.08694852,0.100653514,0.8123979
0.15760219,0.3294642,0.51293355
0.083238676,0.14544316,0.77131814
0.113998935,0.21064936,0.67535174
0.09361209,0.18446936,0.7219186
0.1415464,0.29245573,0.56599784
0.09862422,0.17825052,0.7231253
0.25348175,0.40056843,0.34594983
0.07197962,0.105078965,0.8229414
0.24521066,0.45095092,0.30383843
0.121665634,0.31752655,0.5608078
0.13882284,0.2530914,0.60808575
0.13803263,0.3192884,0.542679
0.19250284,0.3742249,0.43327233
0.066778176,0.077611744,0.8556101
0.11088407,0.20928085,0.6798351
0.070951976,0.09082479,0.8382232
0.10782128,0.24640241,0.64577633
0.07939108,0.17521054,0.7453984
0.067366354,0.07845691,0.8541767
0.26278266,0.39525077,0.34196654
0.09813527,0.22504857,0.6768161
0.16911641,0.34982473,0.4810589
0.23341417,0.4132747,0.3533111
0.13572583,0.31151432,0.5527599
0.14357178,0.3018965,0.5545317
0.29578203,0.37462482,0.32959315
0.07754648,0.094384424,0.8280691
0.365171,0.34825373,0.28657526
0.16086179,0.31624246,0.5228958
0.15471317,0.39391807,0.45136875
0.09478652,0.109411575,0.79580194
0.13107249,0.279542,0.5893855
0.09347417,0.1128126,0.7937133
0.18038127,0.33956465,0.48005408
0.09639192,0.21441786,0.68919027
0.2626068,0.4059527,0.3314405
0.36689597,0.33870798,0.29439604
0.14634079,0.164639,0.6890202
0.1210865,0.26509598,0.6138176
0.10701138,0.23398322,0.6590054
0.11817626,0.27459767,0.6072261
0.075727716,0.11384449,0.81042784
0.07135635,0.09448562,0.834158
0.18361256,0.33567074,0.48071668
0.09718757,0.11414869,0.78866374
0.13828975,0.3668883,0.4948219
0.06583187,0.072020575,0.86214757
0.07156387,0.08264769,0.8457884
0.23904267,0.41974184,0.34121543
0.22485408,0.4547804,0.32036552
0.07512911,0.11156873,0.81330216
0.18161896,0.39803234,0.4203487
0.10223859,0.23907217,0.65868926
0.0997099,0.21349227,0.6867978
0.18098189,0.33615568,0.48286244
0.075748205,0.094781116,0.8294707
0.08448321,0.16118419,0.7543326
0.32366812,0.38154054,0.2947914
0.13474356,0.3510542,0.5142023
0.08529356,0.10811649,0.80658996
0.14412938,0.34628007,0.5095905
0.20365189,0.401669,0.39467913
0.2607096,0.46231228,0.27697814
0.15774645,0.3165896,0.525664
0.12727998,0.35822406,0.51449597
0.10056853,0.22865039,0.6707811
0.17673385,0.38086414,0.442402
0.13739434,0.2607602,0.6018455
0.11066956,0.20629351,0.683037
0.081979305,0.14246671,0.775554
0.14291167,0.3166287,0.54045963
0.15172178,0.32105494,0.5272233
0.122721404,0.14577365,0.731505
0.102305986,0.253404,0.64429
0.084214866,0.11175428,0.80403084
0.21258028,0.3621865,0.42523327
0.11254322,0.13185816,0.75559866
0.3385159,0.37226728,0.28921688
0.10659517,0.28408453,0.6093203
0.18716669,0.4167678,0.39606553
0.11009071,0.21312693,0.6767823
0.16711694,0.16500776,0.6678753
0.06674146,0.07398528,0.85927325
0.08401344,0.15273826,0.7632483
0.11302221,0.14492759,0.7420502
0.15013893,0.32247475,0.5273863
0.068470016,0.083756216,0.8477738
0.066746384,0.078050844,0.8552028
0.10078159,0.23991607,0.65930235
0.10439605,0.24261229,0.65299165
0.15367194,0.3740837,0.47224432
0.11885247,0.2815131,0.59963447
0.11576475,0.28139088,0.6028444
0.112362176,0.26701057,0.6206273
0.46072888,0.3275551,0.211716
0.10339861,0.22445919,0.6721422
0.21888447,0.32354245,0.4575731
0.25697175,0.37929356,0.36373472
0.22044227,0.40577203,0.37378564
0.069464214,0.091559194,0.83897656
0.15808357,0.3602463,0.48167017
0.10296438,0.2077309,0.6893047
0.14065042,0.29184115,0.5675084
0.08632057,0.11470887,0.7989706
0.097065695,0.1377799,0.7651544
0.07447772,0.11716041,0.8083619
0.14282805,0.33230248,0.5248695
0.0674145,0.07900811,0.85357744
0.10720389,0.20780843,0.6849877
0.21561804,0.39907426,0.38530764
0.13272473,0.27561975,0.59165555
0.1182443,0.25225183,0.6295039
0.103793226,0.22495364,0.67125314
0.069985986,0.087153554,0.8428604
0.23697089,0.3953266,0.36770254
0.07829943,0.10969762,0.8120029
0.1972216,0.31616876,0.4866097
0.10419346,0.24511759,0.65068895
0.08991764,0.12881768,0.7812647
0.18694207,0.3298173,0.48324063
0.07622551,0.0998505,0.82392395
0.13894054,0.40567628,0.45538318
0.16982932,0.34493637,0.48523435
0.10345094,0.1949664,0.7015827
0.12846778,0.28527272,0.5862595
0.09863658,0.19514993,0.7062135
0.079230845,0.10348231,0.8172868
0.19658054,0.33751926,0.46590018
0.07818833,0.09236568,0.829446
0.17171304,0.39309067,0.43519625
0.06750251,0.07917077,0.85332674
0.31981134,0.4035159,0.27667275
0.2745451,0.39308488,0.33237004
0.11147582,0.24801424,0.64050996
0.18556532,0.33196488,0.4824698
0.2202672,0.37027285,0.40945992
0.0853658,0.08958932,0.82504493
0.06518328,0.07164078,0.8631759
0.13731721,0.30230123,0.56038153
0.18294422,0.32571372,0.49134204
0.21562769,0.38137668,0.4029956
0.13044398,0.35437557,0.51518047
0.13087621,0.14282036,0.7263034
0.17928366,0.37972388,0.44099241
0.18103617,0.36020344,0.45876044
0.10433611,0.1881027,0.7075612
0.13637875,0.32653236,0.53708893
0.1087208,0.25780448,0.6334747
0.20994325,0.38630664,0.40375012
0.08839779,0.15078588,0.76081634
0.17188436,0.3618401,0.4662755
0.09273534,0.10412524,0.8031394
0.08815204,0.086671606,0.8251764
0.19390972,0.42649433,0.37959594
0.067825966,0.085439615,0.8467344
0.15576357,0.32630593,0.5179305
0.20677997,0.3788303,0.41438973
0.19252248,0.4161042,0.39137334
0.20728697,0.3710939,0.42161915
0.16356052,0.35696527,0.47947425
0.13713291,0.20801471,0.6548524
0.31233266,0.43059328,0.25707406
0.10365233,0.22035389,0.6759938
0.07629646,0.13365753,0.790046
0.13065821,0.26986876,0.59947306
0.20900238,0.32693407,0.46406358
0.16507514,0.351409,0.4835159
0.17086765,0.38220945,0.44692296
0.1255545,0.2827336,0.5917119
0.10381184,0.25267857,0.64350957
0.12106819,0.27543125,0.6035006
0.1664486,0.3932154,0.44033596
0.06531961,0.07124736,0.86343306
0.28902206,0.41761515,0.29336283
0.09419779,0.23120385,0.6745984
0.09691906,0.2150793,0.68800163
0.11234412,0.22161956,0.6660363
0.2289913,0.3953629,0.37564582
0.078525566,0.08275818,0.83871627
0.16940004,0.33840096,0.49219903
0.15787286,0.37118897,0.47093812
0.10538872,0.20944393,0.6851674
0.08933616,0.1603807,0.7502831
0.078074686,0.12422692,0.79769844
0.09083188,0.2208151,0.688353
0.2613822,0.374331,0.36428675
0.26424417,0.36190653,0.37384933
0.15258193,0.2878273,0.5595907
0.1414518,0.3172552,0.541293
0.11333319,0.2556483,0.6310185
0.06653517,0.07646552,0.85699934
0.14410275,0.2613204,0.59457684
0.11610605,0.26779693,0.61609703
0.07202931,0.0993054,0.8286653
0.23808287,0.4269577,0.33495945
0.094877504,0.24763915,0.65748334
0.17143841,0.36102775,0.46753383
0.080899455,0.12373289,0.79536766
0.19474618,0.41369167,0.3915622
0.09669754,0.18754524,0.7157572
0.21145497,0.40285328,0.38569173
0.31235513,0.38101313,0.30663174
0.1757152,0.3706023,0.45368248
0.16703303,0.3906403,0.44232664
0.06976716,0.08005104,0.8501818
0.11603,0.25438341,0.6295865
0.122831345,0.31219554,0.5649731
0.12807697,0.32431373,0.5476093
0.32746556,0.4168941,0.2556403
0.14482294,0.28632692,0.5688501
0.16773109,0.3402492,0.49201968
0.08570301,0.13113773,0.78315926
0.102328874,0.16034235,0.73732877
0.15993938,0.31530482,0.5247558
0.118977755,0.23085791,0.65016437
0.151055,0.37196097,0.47698405
0.1993989,0.3717295,0.42887163
0.0709664,0.094275944,0.8347576
0.16000623,0.3271172,0.5128766
0.1709551,0.269437,0.5596079
0.49437025,0.27660745,0.22902226
0.07260179,0.091416046,0.8359822
0.06902897,0.08319274,0.8477783
0.09665485,0.16451596,0.73882926
0.10316351,0.2689841,0.6278524
0.11066421,0.271032,0.6183038
0.0847446,0.15732218,0.75793326
0.11731124,0.25085324,0.6318355
0.14532533,0.29671183,0.5579628
0.26427108,0.37006718,0.36566177
0.14195012,0.31738517,0.5406647
0.5082414,0.22414309,0.26761553
0.1117638,0.20467077,0.6835654
0.15267509,0.3474916,0.4998333
0.094277166,0.1428628,0.76286006
0.10763015,0.20916617,0.6832037
0.076098725,0.11630708,0.8075941
0.11189646,0.21081968,0.6772838
0.13448334,0.22097643,0.64454025
0.1029655,0.25008467,0.6469498
0.14366364,0.3489447,0.5073917
0.08801359,0.18333682,0.7286496
0.104494095,0.10151116,0.7939947
0.2226595,0.40956897,0.3677715
0.17057991,0.24757361,0.5818465
0.080944635,0.13183478,0.78722054
0.07696787,0.1101308,0.81290126
0.09153015,0.17957011,0.7288997
0.31466076,0.42623675,0.25910246
0.14345309,0.34989893,0.506648
0.17651789,0.2800002,0.5434819
0.09273534,0.10412524,0.8031394
0.09197221,0.10998138,0.7980464
0.113352954,0.24094485,0.6457022
0.12421187,0.30797192,0.5678162
0.114737876,0.24426031,0.6410019
0.16934687,0.3731252,0.45752794
0.07107084,0.085134685,0.84379447
0.11570561,0.2696003,0.6146941
0.118336864,0.27071345,0.6109497
0.18286675,0.41020733,0.40692595
0.1633944,0.3384322,0.49817345
0.31086457,0.3985936,0.2905418
0.08131363,0.15655795,0.7621284
0.14643382,0.3224171,0.5311491
0.20146555,0.415357,0.38317746
0.08314594,0.07909404,0.8377601
0.16083328,0.33360556,0.5055612
0.15684639,0.40600282,0.43715078
0.10387406,0.1679363,0.72818965
0.1601059,0.3897467,0.45014748
0.1425727,0.33032733,0.5271
0.0899251,0.18776752,0.7223074
0.12226636,0.27627468,0.60145897
0.114069976,0.25843704,0.627493
0.11954188,0.2647698,0.6156884
0.09546023,0.12220145,0.7823383
0.15596475,0.33251733,0.51151794
0.08015707,0.16710396,0.75273895
0.19344045,0.3892711,0.41728845
0.14930938,0.34121618,0.5094744
0.075506225,0.09964489,0.82484883
0.17775467,0.36981472,0.4524306
0.09153746,0.11538496,0.79307765
0.115821175,0.29755253,0.5866263
0.13841185,0.35789496,0.5036932
0.17371035,0.35039455,0.47589508
0.16249193,0.33275905,0.504749
0.20339003,0.3934945,0.40311548
0.17468764,0.36553812,0.4597742
0.20968811,0.3876098,0.40270206
0.13374257,0.26888344,0.597374
0.1587133,0.30254903,0.5387377
0.15404405,0.15114655,0.69480944
0.10400092,0.18096404,0.715035
0.20251231,0.33008295,0.46740478
0.114266396,0.17362271,0.7121109
0.1759304,0.3580122,0.46605745
0.21675861,0.29503244,0.48820898
0.1780129,0.33898994,0.48299718
0.09731379,0.2037789,0.6989073
0.067394815,0.07693946,0.85566574
0.106963776,0.16216026,0.7308759
0.15148865,0.3354847,0.51302665
0.09834895,0.20617642,0.69547457
0.14807682,0.29078096,0.5611422
0.100962155,0.1688829,0.7301549
0.16975924,0.36177602,0.4684647
0.0771679,0.14293346,0.77989864
0.096779756,0.111235365,0.79198486
0.1092993,0.13614582,0.7545549
0.20628199,0.38113254,0.41258544
0.20760126,0.36283672,0.429562
0.08580365,0.16451693,0.74967945
0.21086763,0.39809304,0.3910393
0.19173959,0.38245985,0.42580053
0.16578051,0.362357,0.4718625
0.25679702,0.39793855,0.3452645
0.096662626,0.14094453,0.7623929
0.080149464,0.10549788,0.81435263
0.14253473,0.27190906,0.5855562
0.093448214,0.16228057,0.7442712
0.18220094,0.3632131,0.45458594
0.18426806,0.20135431,0.6143776
0.084602945,0.13990496,0.7754921
0.16741164,0.3602709,0.4723175
0.16563393,0.36172357,0.47264248
0.26196223,0.41689262,0.32114512
0.15222883,0.25160503,0.59616613
0.172915,0.33598498,0.49110007
0.10881521,0.23244874,0.65873605
0.082556985,0.14481466,0.7726283
0.09463963,0.12289068,0.7824697
0.34817556,0.36391413,0.28791034
0.067665584,0.080978535,0.8513559
0.16044632,0.3385959,0.5009578
0.066842705,0.07681623,0.856341
0.06639907,0.07165223,0.8619487
0.19074138,0.3640613,0.44519734
0.11525543,0.26673716,0.6180074
0.108255476,0.11405558,0.777689
0.15865354,0.3036368,0.53770965
0.21835394,0.38998464,0.39166138
0.07906048,0.09343518,0.8275044
0.08897137,0.2151881,0.69584054
0.076525144,0.1104464,0.81302845
0.21232085,0.40608975,0.38158944
0.17135099,0.34185266,0.4867963
0.104855835,0.2202486,0.6748955
0.17832826,0.35452756,0.4671442
0.10628831,0.25659552,0.6371162
0.12406168,0.21662943,0.6593089
0.12477003,0.2508079,0.624422
0.11704969,0.29736632,0.585584
0.16504303,0.35969752,0.47525945
0.10163539,0.22265543,0.6757092
0.17108844,0.32587937,0.5030322
0.122234344,0.30377284,0.57399285
0.17441395,0.17545511,0.6501309
0.10357897,0.22340195,0.67301905
0.06582337,0.07206152,0.86211514
0.10888347,0.25101882,0.64009774
0.10609671,0.20723583,0.6866675
0.0910288,0.22259767,0.68637353
0.11837428,0.2803808,0.6012449
0.09024951,0.18911457,0.72063595
0.13331313,0.25033173,0.6163552
0.25075588,0.42029706,0.32894704
0.07847686,0.115289055,0.80623406
0.12889667,0.1585216,0.71258175
0.16012754,0.37397084,0.46590167
0.35440755,0.3615978,0.28399462
0.14253312,0.2847603,0.5727065
0.11903068,0.25445685,0.6265124
0.20823231,0.31555986,0.47620785
0.42892933,0.317589,0.25348163
0.37057823,0.36847594,0.26094586
0.11555346,0.27310973,0.6113368
0.15418158,0.40288112,0.4429373
0.10528489,0.1320113,0.76270384
0.06885728,0.07900704,0.8521357
0.09205294,0.2011464,0.7068007
0.089297436,0.1639124,0.7467902
0.095664084,0.22827677,0.6760591
0.1781809,0.4289502,0.3928689
0.11461674,0.16913699,0.71624625
0.102964245,0.15436399,0.7426717
0.16286778,0.32679966,0.5103326
0.092339456,0.12097831,0.7866822
0.112838216,0.24423908,0.6429227
0.0792342,0.17935514,0.7414107
0.09363956,0.13567497,0.7706855
0.12805408,0.16050941,0.71143645
0.116513714,0.27054834,0.612938
0.13993435,0.30269438,0.55737126
0.11632175,0.21490905,0.6687692
0.20899302,0.41304702,0.37795997
0.15397732,0.36843526,0.47758746
0.105181284,0.23211588,0.6627028
0.16331227,0.35921636,0.47747135
0.15382719,0.264012,0.58216083
0.108691156,0.22189221,0.6694166
0.11700104,0.2697166,0.6132824
0.08195969,0.1007462,0.8172941
0.09455769,0.11207216,0.7933701
0.06808302,0.081363626,0.85055333
0.0726383,0.091372535,0.8359892
0.15935129,0.33749002,0.50315875
0.25681147,0.4046828,0.33850574
0.3479333,0.35033312,0.30173358
0.19520327,0.37682936,0.4279674
0.13749069,0.11991838,0.74259096
0.13493219,0.32054955,0.5445183
0.13197559,0.16882204,0.6992024
0.098484725,0.14019214,0.76132315
0.075310506,0.10554875,0.81914073
0.17877685,0.3554715,0.46575165
0.09857039,0.1594967,0.7419329
0.13103026,0.37340727,0.49556246
0.22416328,0.36104542,0.41479135
0.13045903,0.15857108,0.7109699
0.31656808,0.4291566,0.25427532
0.1833078,0.33253896,0.48415327
0.22041959,0.38368544,0.39589494
0.10514789,0.17189373,0.72295845
0.23612761,0.39307806,0.37079433
0.10993945,0.22940542,0.66065514
0.13035056,0.31543732,0.55421215
0.13802998,0.32615975,0.5358103
0.14858122,0.32771957,0.52369916
0.09337363,0.15414396,0.75248235
0.16142787,0.32841998,0.51015216
0.18043941,0.35447973,0.46508083
0.07673149,0.09636842,0.8269001
0.06809376,0.0743988,0.85750747
0.13074887,0.28927064,0.5799805
0.11270322,0.22394507,0.6633517
0.10588659,0.23688136,0.6572321
0.11976026,0.28664896,0.59359074
0.066826604,0.07743674,0.8557367
0.19226561,0.3953141,0.41242033
0.1820833,0.3471346,0.47078213
0.08262542,0.1103106,0.807064
0.1945466,0.39245215,0.4130013
0.38138932,0.33053762,0.28807303
0.12896147,0.29050082,0.58053774
0.16893569,0.32568985,0.50537443
0.109669305,0.2780525,0.61227816
0.06769587,0.08056373,0.8517404
0.09236551,0.09689347,0.810741
0.11862863,0.24916258,0.63220876
0.07691304,0.1189492,0.8041378
0.24126646,0.39621803,0.36251554
0.0846221,0.097981036,0.8173969
0.07045751,0.092853524,0.83668894
0.07137782,0.10270244,0.8259197
0.097276084,0.22347502,0.6792489
0.07741797,0.11689817,0.80568385
0.17953275,0.35446444,0.46600282
0.06653517,0.07646552,0.85699934
0.34595314,0.2911457,0.36290115
0.14828484,0.31237152,0.53934366
0.17868134,0.3561249,0.46519375
0.11270793,0.27756584,0.6097262
0.13093737,0.2873103,0.58175236
0.15478452,0.34463856,0.500577
0.16775672,0.36031997,0.47192338
0.14905918,0.15840909,0.69253176
0.13492724,0.30998278,0.55509
0.1181626,0.18754861,0.6942888
0.11035632,0.27348968,0.616154
0.20455359,0.33309394,0.46235242
0.07427444,0.10520476,0.82052076
0.15017028,0.3643936,0.4854361
0.09026052,0.10932595,0.8004135
0.083888814,0.116165414,0.7999458
0.10399031,0.10254106,0.79346865
0.083058,0.120156065,0.79678595
0.19762477,0.4031622,0.39921302
0.15064424,0.34649763,0.50285816
0.07851398,0.07597557,0.8455105
0.17007281,0.33979228,0.4901349
0.08429139,0.12670483,0.7890038
0.08128858,0.115589395,0.80312204
0.08597592,0.14778535,0.76623875
0.08996051,0.18945077,0.7205887
0.09938817,0.1663175,0.73429435
0.14815266,0.33430958,0.5175378
0.07518408,0.14025718,0.7845588
0.16774385,0.29543707,0.53681904
0.06892414,0.08611706,0.8449588
0.15001622,0.38012072,0.46986306
0.09016853,0.18757649,0.722255
0.113375746,0.1937655,0.69285876
0.08650362,0.08151944,0.83197695
0.16148354,0.31812143,0.52039504
0.11557783,0.25813654,0.6262857
0.2985785,0.3727133,0.32870826
0.13099423,0.30259696,0.5664088
0.08990246,0.10908503,0.80101246
0.3238966,0.33477437,0.34132907
0.11777656,0.24132386,0.6408996
0.09919129,0.18075305,0.72005564
0.08473532,0.15412283,0.76114184
0.13127424,0.2810434,0.5876823
0.34253454,0.31952232,0.33794314
0.070910364,0.08434251,0.84474707
0.21895105,0.3378016,0.44324732
0.12351358,0.29829317,0.57819325
0.14991839,0.32326555,0.52681607
0.08614298,0.11864507,0.7952119
0.17888872,0.32968307,0.49142823
0.1607627,0.41161227,0.42762506
0.09397211,0.19140013,0.71462774
0.12812102,0.268734,0.603145
0.08603219,0.09831909,0.81564873
0.16661078,0.22577876,0.60761046
0.22489232,0.3279545,0.44715324
0.095921874,0.106509805,0.7975683
0.08157763,0.14766549,0.7707569
0.11578939,0.2257648,0.6584458
0.097875886,0.11724587,0.7848782
0.27654237,0.40446612,0.31899154
0.17792252,0.33638462,0.4856929
0.10534357,0.23196904,0.6626874
0.14156301,0.39227492,0.46616203
0.11800152,0.2536402,0.62835824
0.103514686,0.17662968,0.7198556
0.103605404,0.11894093,0.7774536
0.17952882,0.34086657,0.47960457
0.09136003,0.22976564,0.6788743
0.12279375,0.23277645,0.6444298
0.18978499,0.3084654,0.5017496
0.23278876,0.4374028,0.32980844
0.11284983,0.22638716,0.660763
0.083640315,0.10031728,0.8160425
0.16827333,0.37426522,0.45746145
0.069405705,0.08282291,0.8477714
0.13506396,0.4087435,0.4561925
0.22308579,0.40977055,0.36714363
0.1909635,0.37723932,0.4317972
0.07230898,0.08410645,0.84358454
0.12835549,0.30868042,0.5629641
0.16843306,0.37792936,0.45363757
0.20616718,0.37210578,0.4217271
0.119275466,0.23320782,0.6475167
0.2390343,0.38493592,0.37602976
0.13410056,0.20160447,0.66429496
0.103682026,0.16511315,0.73120487
0.1428615,0.2701283,0.5870102
0.12998848,0.23344682,0.6365647
0.121419854,0.22595276,0.65262735
0.079438515,0.16932867,0.7512328
0.13298301,0.35497373,0.51204324
0.08569572,0.16622077,0.74808353
0.10641838,0.21644345,0.6771382
0.1353673,0.15539764,0.7092351
0.19170597,0.39747682,0.41081718
